time (PST),fog drip,rain (mm),wind gust (m/s),air temperature (C),relative humidity (%),wind speed (m/s),wind direction (deg)
2005-10-21 13:00:00,0.0,0.0,1.28,14.7025,98.975,0.45999999999999996,320.15
2005-10-21 14:00:00,0.0,0.0,1.68,13.91,98.675,0.855,323.25
2005-10-21 15:00:00,0.0,0.0,1.26,13.9025,96.0,0.22499999999999998,324.425
2005-10-21 16:00:00,0.0,0.0,1.06,12.3175,97.92500000000001,0.0775,81.125
2005-10-21 17:00:00,0.0,0.0,1.36,11.23,98.65,0.6799999999999999,321.625
2005-10-21 18:00:00,18.856,0.0,1.48,10.7725,98.9,0.415,331.15
2005-10-21 19:00:00,32.998000000000005,0.0,1.38,10.7425,99.0,0.5525,327.675
2005-10-21 20:00:00,18.856,0.0,1.2,10.78,99.07499999999999,0.1775,314.9
2005-10-21 21:00:00,18.856,0.0,1.96,10.8775,99.1,0.23500000000000001,119.35
2005-10-21 22:00:00,94.28,0.0,2.32,11.87,99.1,1.7000000000000002,144.15
2005-10-21 23:00:00,84.852,0.0,1.97,12.1075,99.1,0.9475,149.95
2005-10-22 00:00:00,122.564,0.0,3.18,11.875,99.125,1.935,143.625
2005-10-22 01:00:00,56.568000000000005,0.0,2.23,11.675,99.175,0.865,128.22500000000002
2005-10-22 02:00:00,56.568,0.1,2.12,11.504999999999999,99.2,0.64,127.94999999999999
2005-10-22 03:00:00,56.568,0.0,1.65,11.715,99.2,0.345,151.6
2005-10-22 04:00:00,28.284000000000002,0.1,0.66,11.7,99.2,0.03,98.975
2005-10-22 05:00:00,37.712,0.1,1.9,11.5475,99.275,0.26749999999999996,96.525
2005-10-22 06:00:00,4.714,0.0,0.0,11.3275,99.3,0.0,0.0
2005-10-22 07:00:00,4.714,0.1,0.0,11.335,99.3,0.0,0.0
2005-10-22 08:00:00,9.428,0.0,0.97,11.6975,99.3,0.0925,41.85
2005-10-22 09:00:00,4.714,0.0,1.13,12.31,99.25,0.24000000000000002,174.9
2005-10-22 10:00:00,0.0,0.0,1.28,12.695,99.2,0.39,201.075
2005-10-22 11:00:00,0.0,0.0,0.0,12.79,99.2,0.0,0.0
2005-10-22 12:00:00,0.0,0.0,0.26,12.72,99.2,0.0275,161.825
2005-10-22 13:00:00,0.0,0.0,0.43,12.69,99.225,0.045,235.575
2005-10-22 14:00:00,0.0,0.0,1.7,11.870000000000001,99.3,0.815,323.925
2005-10-22 15:00:00,4.714,0.0,0.7,11.9375,99.3,0.03,78.15
2005-10-22 16:00:00,9.428,0.0,0.55,11.66,99.325,0.05,241.17499999999998
2005-10-22 17:00:00,9.428,0.0,0.26,11.365,99.4,0.0075,76.025
2005-10-22 18:00:00,9.428,0.0,0.21,11.3125,99.4,0.0025,79.05
2005-10-22 19:00:00,14.142000000000001,0.0,0.73,11.24,99.4,0.01,64.725
2005-10-22 20:00:00,9.428,0.0,0.46,10.9475,99.4,0.0275,147.225
2005-10-22 21:00:00,4.714,0.1,0.48,10.842500000000001,99.4,0.0125,85.025
2005-10-22 22:00:00,14.142000000000001,0.0,0.0,10.7325,99.42500000000001,0.0,0.0
2005-10-22 23:00:00,9.428,0.0,0.0,10.5375,99.45,0.0,0.0
2005-10-23 00:00:00,9.428,0.1,0.0,10.6375,99.45,0.0,0.0
2005-10-23 01:00:00,14.142000000000001,0.0,0.0,10.775,99.4,0.0,0.0
2005-10-23 02:00:00,32.998000000000005,0.1,2.61,11.2425,99.4,0.59,146.35
2005-10-23 03:00:00,75.424,0.1,2.81,11.4025,99.4,1.4325,155.825
2005-10-23 04:00:00,28.284,0.0,1.9,11.3375,99.4,0.49000000000000005,150.125
2005-10-23 05:00:00,14.142000000000001,0.1,0.0,11.33,99.4,0.0,0.0
2005-10-23 06:00:00,23.57,0.1,1.97,11.3825,99.4,0.8725,112.4
2005-10-23 07:00:00,56.568,0.0,2.53,11.5525,99.4,1.8625,146.9
2005-10-23 08:00:00,18.856,0.0,2.22,11.9125,99.4,0.445,126.35
2005-10-23 09:00:00,14.142000000000001,0.0,2.36,12.2575,99.375,1.325,154.2
2005-10-23 10:00:00,4.714,0.0,3.18,12.6025,99.35,1.75,152.7
2005-10-23 11:00:00,4.714,0.0,2.43,12.879999999999999,99.3,1.5575,152.625
2005-10-23 12:00:00,0.0,0.0,1.72,12.967500000000001,99.3,0.735,173.625
2005-10-23 13:00:00,0.0,0.0,1.43,12.6925,99.3,0.13,231.175
2005-10-23 14:00:00,0.0,0.0,1.5,12.280000000000001,99.35,0.33,315.25
2005-10-23 15:00:00,4.714,0.1,1.38,11.844999999999999,99.42500000000001,0.41250000000000003,323.3
2005-10-23 16:00:00,14.142000000000001,0.0,0.4,11.895,99.42500000000001,0.025,165.0
2005-10-23 17:00:00,9.428,0.2,0.38,11.75,99.4,0.0325,148.75
2005-10-23 18:00:00,4.714,0.0,0.0,11.6575,99.45,0.0,0.0
2005-10-23 19:00:00,4.714,0.1,0.0,11.620000000000001,99.42500000000001,0.0,0.0
2005-10-23 20:00:00,0.0,0.0,0.0,11.6475,99.475,0.0,0.0
2005-10-23 21:00:00,0.0,0.0,3.66,11.822500000000002,99.4,2.0525,144.5
2005-10-23 22:00:00,4.714,0.0,3.67,11.94,99.4,1.9925000000000002,141.45
2005-10-23 23:00:00,0.0,0.0,3.55,12.0875,99.4,2.17,141.675
2005-10-24 00:00:00,0.0,0.0,4.61,12.18,99.4,2.8625,137.125
2005-10-24 01:00:00,4.714,0.0,3.68,12.365,99.4,1.8975,145.325
2005-10-24 02:00:00,9.428,0.0,2.71,12.525,99.4,1.17,154.025
2005-10-24 03:00:00,0.0,0.0,2.3,12.6525,99.4,1.28,143.0
2005-10-24 04:00:00,4.714,0.1,1.52,12.7575,99.4,0.265,117.67500000000001
2005-10-24 05:00:00,28.284000000000002,0.0,2.7,12.647499999999999,99.4,1.3725,146.575
2005-10-24 06:00:00,61.282000000000004,0.2,2.26,12.5175,99.42500000000001,1.2125,144.025
2005-10-24 07:00:00,28.284,0.0,2.67,12.57,99.4,0.9550000000000001,148.575
2005-10-24 08:00:00,37.712,0.0,2.72,12.684999999999999,99.4,1.78,149.075
2005-10-24 09:00:00,89.566,0.1,3.68,12.6025,99.4,2.645,145.925
2005-10-24 10:00:00,14.142000000000001,0.0,2.51,13.0825,99.4,1.2375,160.275
2005-10-24 11:00:00,0.0,0.0,2.76,13.2925,99.325,1.7325,151.6
2005-10-24 12:00:00,4.714,0.0,2.11,13.4325,99.3,0.9125000000000001,153.6
2005-10-24 13:00:00,0.0,0.0,2.06,13.1325,99.35,1.2974999999999999,156.3
2005-10-24 14:00:00,0.0,0.2,1.45,12.975,99.35,0.3025,147.65
2005-10-24 15:00:00,0.0,0.5,0.43,12.5875,99.42500000000001,0.0625,157.9
2005-10-24 16:00:00,23.57,0.8,1.25,11.945,99.5,0.44,323.4
2005-10-24 17:00:00,4.714,0.0,0.62,12.1275,99.475,0.055,164.25
2005-10-24 18:00:00,4.714,0.0,0.73,12.1625,99.475,0.0575,329.29999999999995
2005-10-24 19:00:00,0.0,0.1,0.0,12.2225,99.45,0.0,0.0
2005-10-24 20:00:00,0.0,0.0,0.0,12.26,99.45,0.0,0.0
2005-10-24 21:00:00,0.0,0.0,1.4,12.1325,99.5,0.5125,319.625
2005-10-24 22:00:00,0.0,0.0,1.51,11.8875,99.5,0.6925,327.2
2005-10-24 23:00:00,0.0,0.0,1.71,11.775,99.5,0.905,328.7
2005-10-25 00:00:00,0.0,0.0,2.32,11.89,99.5,1.5825,326.35
2005-10-25 01:00:00,0.0,0.0,2.31,12.065,99.5,1.6125,320.375
2005-10-25 02:00:00,0.0,0.0,1.98,12.15,99.475,1.0875,322.29999999999995
2005-10-25 03:00:00,0.0,0.0,2.38,11.8,99.5,1.585,320.8
2005-10-25 04:00:00,0.0,0.0,2.68,11.875,99.5,1.6724999999999999,324.325
2005-10-25 05:00:00,0.0,0.0,2.57,11.719999999999999,99.5,1.725,324.425
2005-10-25 06:00:00,9.428,0.0,2.6,11.879999999999999,99.5,1.7425,323.775
2005-10-25 07:00:00,0.0,0.0,2.43,11.97,99.5,1.8075,325.925
2005-10-25 08:00:00,0.0,0.0,2.8,12.0275,99.5,2.2125,322.35
2005-10-25 09:00:00,0.0,0.0,3.13,12.26,99.5,2.1174999999999997,328.225
2005-10-25 10:00:00,0.0,0.0,3.26,12.5725,99.42500000000001,2.7625,322.85
2005-10-25 11:00:00,0.0,0.0,2.93,13.405,98.45,2.0325,329.95000000000005
2005-10-25 12:00:00,0.0,0.0,3.22,13.5575,91.225,2.6625,326.1
2005-10-25 13:00:00,0.0,0.0,3.67,13.195,92.85,2.9850000000000003,324.5
2005-10-25 14:00:00,0.0,0.0,3.72,12.7975,94.575,2.7775,325.175
2005-10-25 15:00:00,0.0,0.0,4.06,12.0625,96.95,2.725,325.05
2005-10-25 16:00:00,0.0,0.0,5.16,11.7375,97.975,3.7575000000000003,324.725
2005-10-25 17:00:00,0.0,0.0,4.72,11.57,98.375,3.6550000000000002,324.625
2005-10-25 18:00:00,0.0,0.0,4.03,11.6725,98.725,2.835,321.45
2005-10-25 19:00:00,0.0,0.0,4.73,11.7725,98.825,3.4124999999999996,323.525
2005-10-25 20:00:00,0.0,0.0,4.53,11.5825,98.95,3.055,322.85
2005-10-25 21:00:00,0.0,0.0,3.41,11.445,99.05,1.935,326.84999999999997
2005-10-25 22:00:00,0.0,0.0,3.56,11.58,99.1,2.4725,325.575
2005-10-25 23:00:00,0.0,0.0,4.05,11.535,99.125,2.8875,323.75
2005-10-26 00:00:00,0.0,0.0,4.0,11.39,99.2,2.95,324.675
2005-10-26 01:00:00,0.0,0.0,3.67,11.372499999999999,99.225,2.695,321.05
2005-10-26 02:00:00,0.0,0.0,4.57,11.19,99.275,3.2375,321.075
2005-10-26 03:00:00,0.0,0.0,4.16,11.035,99.3,2.77,322.775
2005-10-26 04:00:00,0.0,0.0,3.57,10.7375,99.3,2.6950000000000003,327.3
2005-10-26 05:00:00,0.0,0.0,3.27,10.807500000000001,99.3,2.555,328.95
2005-10-26 06:00:00,0.0,0.0,2.85,10.795,99.275,2.0425,326.3
2005-10-26 07:00:00,0.0,0.0,3.01,11.3825,98.5,2.1275,324.375
2005-10-26 08:00:00,0.0,0.0,3.2,12.815,93.75,1.7825,319.225
2005-10-26 09:00:00,0.0,0.0,3.12,13.82,86.075,2.11,317.75
2005-10-26 10:00:00,0.0,0.0,2.98,14.49,80.55,1.5425,322.525
2005-10-26 11:00:00,0.0,0.0,2.48,16.064999999999998,75.375,0.77,320.225
2005-10-26 12:00:00,0.0,0.0,3.67,16.122500000000002,73.425,2.3625,327.025
2005-10-26 13:00:00,0.0,0.0,3.88,16.4675,72.475,2.81,328.25
2005-10-26 14:00:00,0.0,0.0,4.25,16.175,73.94999999999999,3.1574999999999998,328.325
2005-10-26 15:00:00,0.0,0.0,5.42,13.95,90.325,4.387499999999999,318.25
2005-10-26 16:00:00,0.0,0.0,6.02,13.5775,95.85,4.5275,313.225
2005-10-26 17:00:00,0.0,0.0,5.3,13.41,97.82499999999999,3.7925,319.375
2005-10-26 18:00:00,0.0,0.0,4.21,13.2925,98.575,2.2875,331.95
2005-10-26 19:00:00,9.428,0.0,3.98,13.280000000000001,98.75,2.89,319.625
2005-10-26 20:00:00,18.856,0.0,3.22,13.2475,98.875,2.3875,321.45
2005-10-26 21:00:00,103.708,0.0,3.68,13.29,98.975,2.8475,319.175
2005-10-26 22:00:00,98.994,0.0,3.45,13.5175,99.0,2.3175,320.5
2005-10-26 23:00:00,65.996,0.0,3.32,13.3525,99.0,2.115,328.725
2005-10-27 00:00:00,51.854,0.0,2.52,13.095,99.1,1.83,325.425
2005-10-27 01:00:00,84.852,0.0,3.01,12.7625,99.15,2.1925,322.95
2005-10-27 02:00:00,65.99600000000001,0.0,2.8,12.2925,99.2,2.0825,321.95
2005-10-27 03:00:00,47.14,0.0,3.05,11.8525,99.275,2.0525,321.375
2005-10-27 04:00:00,28.284000000000002,0.0,2.58,11.4425,99.3,1.8,321.1
2005-10-27 05:00:00,14.142000000000001,0.0,2.53,11.3025,99.3,1.665,317.425
2005-10-27 06:00:00,14.142000000000001,0.1,2.36,11.51,99.3,1.4125,317.575
2005-10-27 07:00:00,14.142000000000001,0.0,2.73,11.69,99.3,1.3425,325.0
2005-10-27 08:00:00,0.0,0.0,2.28,11.879999999999999,99.3,1.4425,317.7
2005-10-27 09:00:00,0.0,0.0,2.87,11.845,99.3,1.7075,323.725
2005-10-27 10:00:00,0.0,0.0,3.46,11.8925,95.35,2.175,325.55
2005-10-27 11:00:00,0.0,0.0,3.97,12.594999999999999,83.95,2.9299999999999997,322.9
2005-10-27 12:00:00,0.0,0.0,3.66,12.7375,86.69999999999999,2.475,329.25
2005-10-27 13:00:00,0.0,0.0,2.98,12.59,86.25,1.725,331.15
2005-10-27 14:00:00,0.0,0.0,3.36,12.0575,86.625,2.29,326.625
2005-10-27 15:00:00,0.0,0.0,3.77,12.532499999999999,85.025,2.9775,326.5
2005-10-27 16:00:00,0.0,0.0,3.87,11.9175,90.525,3.01,322.2
2005-10-27 17:00:00,0.0,0.0,3.57,11.557500000000001,95.025,2.8025,318.125
2005-10-27 18:00:00,0.0,0.0,3.51,11.48,96.3,2.6125,323.175
2005-10-27 19:00:00,0.0,0.0,3.22,11.2325,96.125,2.4050000000000002,322.65
2005-10-27 20:00:00,0.0,0.0,3.73,11.175,96.225,2.8325,317.25
2005-10-27 21:00:00,0.0,0.0,2.82,11.0425,97.25,1.35,321.2
2005-10-27 22:00:00,0.0,0.0,2.43,11.0775,97.675,1.7975,321.45
2005-10-27 23:00:00,0.0,0.0,3.15,11.125,97.625,2.0425,320.7
2005-10-28 00:00:00,0.0,0.0,2.98,11.2425,98.0,2.3425000000000002,324.2
2005-10-28 01:00:00,0.0,0.0,2.67,11.32,98.35,1.805,324.85
2005-10-28 02:00:00,0.0,0.0,3.13,11.192499999999999,98.625,2.2525,316.8
2005-10-28 03:00:00,0.0,0.0,2.28,10.932500000000001,98.35,1.505,325.4
2005-10-28 04:00:00,0.0,0.0,2.67,10.855,98.325,1.815,325.2
2005-10-28 05:00:00,0.0,0.0,2.23,10.3425,98.1,0.9325,317.375
2005-10-28 06:00:00,0.0,0.0,1.21,10.015,88.425,0.2225,257.425
2005-10-28 07:00:00,0.0,0.0,0.81,14.18,58.0625,0.0675,42.025
2005-10-28 08:00:00,0.0,0.0,0.82,16.0575,52.045,0.0425,73.925
2005-10-28 09:00:00,0.0,0.0,0.66,16.585,53.6575,0.045,289.27500000000003
2005-10-28 10:00:00,0.0,0.0,1.41,18.025,56.9125,0.3275,230.25
2005-10-28 11:00:00,0.0,0.0,1.93,19.6175,51.6925,0.6675,202.475
2005-10-28 12:00:00,0.0,0.0,1.67,19.575,55.005,0.4,232.29999999999998
2005-10-28 13:00:00,0.0,0.0,1.55,18.1225,58.415,0.39999999999999997,297.15
2005-10-28 14:00:00,0.0,0.0,1.35,17.07,46.402499999999996,0.7275,320.125
2005-10-28 15:00:00,0.0,0.0,2.22,16.3725,47.8675,0.865,321.85
2005-10-28 16:00:00,0.0,0.0,2.77,14.379999999999999,55.695,2.01,328.4
2005-10-28 17:00:00,0.0,0.0,2.4,12.7225,71.025,1.7850000000000001,320.15
2005-10-28 18:00:00,0.0,0.0,2.52,12.035,82.3,2.0324999999999998,325.425
2005-10-28 19:00:00,0.0,0.0,2.96,11.835,81.05000000000001,2.34,323.175
2005-10-28 20:00:00,0.0,0.0,2.98,11.73,86.025,2.1675,323.825
2005-10-28 21:00:00,0.0,0.0,3.06,11.535,94.5,2.2625,322.525
2005-10-28 22:00:00,0.0,0.0,3.21,11.625,96.55,2.5725,318.2
2005-10-28 23:00:00,0.0,0.0,3.25,11.4975,96.975,2.395,323.325
2005-10-29 00:00:00,0.0,0.0,3.05,11.432500000000001,97.125,2.4625,324.22499999999997
2005-10-29 01:00:00,0.0,0.0,2.81,11.195,97.675,2.0525,327.875
2005-10-29 02:00:00,0.0,0.0,2.72,11.1,97.9,1.9625,324.8
2005-10-29 03:00:00,0.0,0.0,2.71,11.57,98.25,1.9,320.2
2005-10-29 04:00:00,0.0,0.0,2.68,11.8525,98.475,1.7875,328.675
2005-10-29 05:00:00,0.0,0.0,2.4,11.5375,98.525,1.68,320.65
2005-10-29 06:00:00,0.0,0.0,3.02,11.3225,98.675,2.3075,323.625
2005-10-29 07:00:00,0.0,0.0,2.36,11.7525,92.575,1.5925,323.0
2005-10-29 08:00:00,0.0,0.0,2.1,12.855,89.575,0.875,321.075
2005-10-29 09:00:00,0.0,0.0,2.28,14.025,74.45,1.48,321.575
2005-10-29 10:00:00,0.0,0.0,2.85,14.6875,74.075,2.1875,317.45
2005-10-29 11:00:00,0.0,0.0,2.35,14.405,83.075,1.49,320.0
2005-10-29 12:00:00,0.0,0.0,2.22,14.3575,86.9,1.65,317.925
2005-10-29 13:00:00,0.0,0.0,3.87,13.657499999999999,91.475,2.6375,326.575
2005-10-29 14:00:00,0.0,0.0,4.25,12.8325,95.10000000000001,3.38,324.55
2005-10-29 15:00:00,0.0,0.0,5.0,12.379999999999999,97.375,3.5475000000000003,320.95
2005-10-29 16:00:00,0.0,0.0,5.33,12.215,97.1,3.6825,320.6
2005-10-29 17:00:00,0.0,0.0,4.85,12.1325,97.125,3.4050000000000002,316.675
2005-10-29 18:00:00,0.0,0.0,4.32,12.055,98.0,3.755,319.55
2005-10-29 19:00:00,0.0,0.0,4.27,11.717500000000001,98.525,3.485,324.9
2005-10-29 20:00:00,0.0,0.0,4.12,11.67,98.725,3.385,324.425
2005-10-29 21:00:00,0.0,0.0,4.0,11.4475,98.7,2.4675000000000002,321.125
2005-10-29 22:00:00,0.0,0.0,2.22,11.467500000000001,98.7,1.39,325.25
2005-10-29 23:00:00,0.0,0.0,1.81,11.3725,98.85,1.385,332.475
2005-10-30 00:00:00,0.0,0.0,1.95,11.0725,98.95,1.37,328.275
2005-10-30 01:00:00,32.998000000000005,0.0,1.71,10.6625,99.025,1.18,331.3
2005-10-30 02:00:00,4.714,0.0,0.37,10.9275,99.07499999999999,0.0125,3.25
2005-10-30 03:00:00,0.0,0.0,0.0,11.835,92.725,0.0,0.0
2005-10-30 04:00:00,0.0,0.0,1.13,11.3875,89.475,0.1875,81.325
2005-10-30 05:00:00,0.0,0.0,1.02,10.325,98.275,0.26,333.825
2005-10-30 06:00:00,0.0,0.0,0.88,10.9525,97.6,0.0975,165.72500000000002
2005-10-30 07:00:00,0.0,0.0,0.0,13.1175,86.94999999999999,0.0,0.0
2005-10-30 08:00:00,0.0,0.0,2.47,16.15,77.25,0.2875,39.325
2005-10-30 09:00:00,0.0,0.0,2.36,18.8075,67.2375,1.0025,178.25
2005-10-30 10:00:00,0.0,0.0,2.61,20.3375,62.225,1.3925,167.29999999999998
2005-10-30 11:00:00,0.0,0.0,2.12,20.305,61.1725,0.525,236.35
2005-10-30 12:00:00,0.0,0.0,1.52,19.0425,62.89,0.48250000000000004,310.625
2005-10-30 13:00:00,0.0,0.0,2.72,17.38,66.61,1.6775,322.425
2005-10-30 14:00:00,0.0,0.0,2.8,15.942499999999999,73.375,2.3825,317.825
2005-10-30 15:00:00,0.0,0.0,2.88,15.53,76.825,2.1799999999999997,318.85
2005-10-30 16:00:00,0.0,0.0,2.68,15.18,80.95,1.835,325.475
2005-10-30 17:00:00,0.0,0.0,1.82,13.05,90.525,1.2725,324.5
2005-10-30 18:00:00,0.0,0.0,2.5,13.462499999999999,85.975,1.545,325.85
2005-10-30 19:00:00,0.0,0.0,1.78,16.3525,64.0625,0.625,332.5
2005-10-30 20:00:00,0.0,0.0,1.72,15.4275,67.295,1.305,324.90000000000003
2005-10-30 21:00:00,0.0,0.0,1.23,18.3275,49.325,0.2775,169.4
2005-10-30 22:00:00,0.0,0.0,1.45,21.005,36.15,0.10250000000000001,148.375
2005-10-30 23:00:00,0.0,0.0,0.35,21.175,34.8,0.0125,61.675000000000004
2005-10-31 00:00:00,0.0,0.0,1.28,20.795,35.9825,0.1225,63.745
2005-10-31 01:00:00,0.0,0.0,2.42,21.580000000000002,31.165,0.5775,186.5
2005-10-31 02:00:00,0.0,0.0,2.76,21.8475,29.8625,0.9850000000000001,280.5
2005-10-31 03:00:00,0.0,0.0,3.86,21.645,29.697499999999998,1.0274999999999999,214.95
2005-10-31 04:00:00,0.0,0.0,2.26,21.2725,30.1925,0.435,234.65
2005-10-31 05:00:00,0.0,0.0,2.58,21.1275,29.395,0.6575,168.8
2005-10-31 06:00:00,0.0,0.0,2.15,21.3525,28.5675,0.5575,286.45
2005-10-31 07:00:00,0.0,0.0,2.55,23.2775,25.2275,1.0525,277.55
2005-10-31 08:00:00,0.0,0.0,5.13,25.759999999999998,20.69,2.075,174.725
2005-10-31 09:00:00,0.0,0.0,5.98,27.025,18.865000000000002,3.3925,154.3
2005-10-31 10:00:00,0.0,0.0,6.57,27.665,18.0175,4.15,150.35
2005-10-31 11:00:00,0.0,0.0,6.11,29.0175,18.275,3.24,153.65
2005-10-31 12:00:00,0.0,0.0,2.53,29.5675,21.7275,0.9400000000000001,223.0
2005-10-31 13:00:00,0.0,0.0,0.77,27.677500000000002,24.9,0.02,73.925
2005-10-31 14:00:00,0.0,0.0,0.55,27.9575,24.7375,0.0575,223.1
2005-10-31 15:00:00,0.0,0.0,0.68,24.93,29.865000000000002,0.08,243.875
2005-10-31 16:00:00,0.0,0.0,0.97,22.807499999999997,32.725,0.0875,235.05
2005-10-31 17:00:00,0.0,0.0,1.17,19.975,38.735,0.2375,329.825
2005-10-31 18:00:00,0.0,0.0,1.56,21.3875,28.095,0.42,163.525
2005-10-31 19:00:00,0.0,0.0,1.36,21.2725,25.56,0.8075,335.4
2005-10-31 20:00:00,0.0,0.0,1.57,22.7125,21.98,0.795,248.04999999999998
2005-10-31 21:00:00,0.0,0.0,0.75,23.7675,18.5,0.035,167.425
2005-10-31 22:00:00,0.0,0.0,0.55,24.235,17.1625,0.060000000000000005,103.0325
2005-10-31 23:00:00,0.0,0.0,1.45,24.892500000000002,15.74,0.33,215.42000000000002
2005-11-01 00:00:00,0.0,0.0,1.66,24.3925,18.215,0.535,276.5
2005-11-01 01:00:00,0.0,0.0,1.46,23.455,19.0325,0.27,227.2725
2005-11-01 02:00:00,0.0,0.0,2.2,24.3325,15.432500000000001,0.405,165.1
2005-11-01 03:00:00,0.0,0.0,1.75,24.31,14.3875,0.5525,251.05
2005-11-01 04:00:00,0.0,0.0,2.15,24.17,14.235,0.5449999999999999,213.7
2005-11-01 05:00:00,0.0,0.0,3.1,23.775,14.657499999999999,1.25,161.075
2005-11-01 06:00:00,0.0,0.0,3.45,23.65,15.205,1.5825,102.5
2005-11-01 07:00:00,0.0,0.0,1.96,24.942500000000003,15.0625,0.7649999999999999,109.325
2005-11-01 08:00:00,0.0,0.0,2.5,26.9975,13.9025,1.105,160.675
2005-11-01 09:00:00,0.0,0.0,3.61,27.99,13.865,2.5625,159.05
2005-11-01 10:00:00,0.0,0.0,3.48,28.2975,13.545,2.7424999999999997,156.125
2005-11-01 11:00:00,0.0,0.0,3.87,28.65,13.105,2.91,156.8
2005-11-01 12:00:00,0.0,0.0,4.36,28.145,13.04,3.2525,159.8
2005-11-01 13:00:00,0.0,0.0,3.03,28.0175,13.86,2.185,163.45
2005-11-01 14:00:00,0.0,0.0,2.41,26.7075,24.91,0.515,169.975
2005-11-01 15:00:00,0.0,0.0,0.22,24.53,29.4075,0.0025,43.875
2005-11-01 16:00:00,0.0,0.0,0.0,23.965,25.802500000000002,0.0,0.0
2005-11-01 17:00:00,0.0,0.0,0.68,21.43,25.002499999999998,0.06,170.825
2005-11-01 18:00:00,0.0,0.0,0.0,21.0725,29.4275,0.0,0.0
2005-11-01 19:00:00,0.0,0.0,0.0,19.395,36.925,0.0,0.0
2005-11-01 20:00:00,0.0,0.0,1.83,20.2225,29.345,0.4375,162.125
2005-11-01 21:00:00,0.0,0.0,1.96,17.59,44.18,0.7025,325.55
2005-11-01 22:00:00,0.0,0.0,1.91,16.77,47.495,0.77,166.275
2005-11-01 23:00:00,0.0,0.0,1.56,18.69,31.8125,1.15,327.125
2005-11-02 00:00:00,0.0,0.0,1.28,16.805,39.2975,0.2825,241.775
2005-11-02 01:00:00,0.0,0.0,1.71,15.4175,49.095,0.4025,170.0
2005-11-02 02:00:00,0.0,0.0,2.46,17.6725,36.795,0.385,107.625
2005-11-02 03:00:00,0.0,0.0,2.26,11.7675,78.1425,1.0474999999999999,330.9
2005-11-02 04:00:00,0.0,0.0,2.35,10.1725,95.1,1.7725,329.625
2005-11-02 05:00:00,0.0,0.0,2.38,9.7575,97.825,1.5075,328.875
2005-11-02 06:00:00,0.0,0.0,2.36,10.1525,98.425,1.3900000000000001,329.275
2005-11-02 07:00:00,0.0,0.0,1.52,10.7375,97.925,0.34750000000000003,243.775
2005-11-02 08:00:00,0.0,0.0,1.67,11.76,93.125,0.255,283.075
2005-11-02 09:00:00,0.0,0.0,1.87,14.4325,84.575,0.7200000000000001,173.175
2005-11-02 10:00:00,0.0,0.0,2.32,16.0475,75.5,0.3775,170.75
2005-11-02 11:00:00,0.0,0.0,1.95,15.6125,77.35,0.115,158.47500000000002
2005-11-02 12:00:00,0.0,0.0,2.2,16.3325,73.7825,0.565,252.1
2005-11-02 13:00:00,0.0,0.0,3.2,16.3225,72.775,0.7975000000000001,249.27500000000003
2005-11-02 14:00:00,0.0,0.0,2.42,14.3475,80.3,0.5575,319.375
2005-11-02 15:00:00,0.0,0.0,3.66,12.6675,86.55,2.6725000000000003,322.95
2005-11-02 16:00:00,0.0,0.0,3.37,11.945,93.625,2.4699999999999998,319.3
2005-11-02 17:00:00,0.0,0.0,3.51,12.11,96.35,2.2275,323.0
2005-11-02 18:00:00,0.0,0.0,2.35,12.2075,96.15,1.5499999999999998,318.95
2005-11-02 19:00:00,0.0,0.0,2.5,12.3675,94.5,1.77,319.25
2005-11-02 20:00:00,0.0,0.0,2.26,12.3525,96.15,0.85,274.6
2005-11-02 21:00:00,0.0,0.0,3.08,12.5275,97.075,1.5075,320.625
2005-11-02 22:00:00,0.0,0.0,3.22,12.16,96.9,2.315,318.525
2005-11-02 23:00:00,0.0,0.0,2.4,11.85,95.825,1.6175,324.6
2005-11-03 00:00:00,0.0,0.0,2.96,11.5,92.025,2.3075,321.2
2005-11-03 01:00:00,0.0,0.0,3.42,11.155000000000001,92.625,2.76,324.85
2005-11-03 02:00:00,0.0,0.0,3.53,10.7725,92.925,2.6825,326.425
2005-11-03 03:00:00,0.0,0.0,4.03,10.725,94.675,2.685,318.175
2005-11-03 04:00:00,0.0,0.0,3.31,10.6525,91.3,2.6175,322.2
2005-11-03 05:00:00,0.0,0.0,4.15,10.56,90.375,2.6825,323.475
2005-11-03 06:00:00,0.0,0.0,3.58,10.57,89.39999999999999,2.8525,315.85
2005-11-03 07:00:00,0.0,0.0,3.13,11.035,87.9,2.325,319.625
2005-11-03 08:00:00,0.0,0.0,3.35,11.645,84.725,2.6875,320.35
2005-11-03 09:00:00,0.0,0.0,4.61,11.9925,79.625,3.46,325.85
2005-11-03 10:00:00,0.0,0.0,3.18,13.29,76.075,2.4675000000000002,332.175
2005-11-03 11:00:00,0.0,0.0,3.01,13.747499999999999,74.025,2.3875,328.475
2005-11-03 12:00:00,0.0,0.0,2.9,13.78,74.5,2.3325,327.45000000000005
2005-11-03 13:00:00,0.0,0.0,4.11,13.535,74.925,3.0375,326.825
2005-11-03 14:00:00,0.0,0.0,5.53,13.3325,72.9,3.8049999999999997,326.325
2005-11-03 15:00:00,0.0,0.0,5.57,12.695,78.65,4.6725,324.05
2005-11-03 16:00:00,0.0,0.0,5.65,12.1175,83.375,4.68,320.575
