time (PST),fog,fog tips,rain (mm),air temperature (C),relative humidity (%),wind speed (m/s),wind gust (m/s),wind direction (deg)
2005-04-28 16:00:00,0.0,0.0,0.0,13.1625,90.35,0.5775,1.3825,231.825
2005-04-28 17:00:00,0.0,0.0,0.0,12.465,91.075,0.1325,0.5625,298.2
2005-04-28 18:00:00,0.0,0.0,0.0,12.0075,93.1,0.9625,1.3625,239.925
2005-04-28 19:00:00,0.0,0.0,0.0,11.2625,97.225,1.665,2.1174999999999997,315.05
2005-04-28 20:00:00,0.0,0.0,0.0,11.02,98.4,1.2149999999999999,1.5899999999999999,315.825
2005-04-28 21:00:00,0.0,0.0,0.0,11.075,98.8,1.05,1.615,318.7
2005-04-28 22:00:00,0.0,0.0,0.0,11.0225,98.975,1.22,1.825,316.95000000000005
2005-04-28 23:00:00,0.0,0.0,0.0,10.82,98.925,1.3900000000000001,1.8225,327.675
2005-04-29 00:00:00,0.0,0.0,0.0,10.675,98.65,1.3525,1.825,317.65
2005-04-29 01:00:00,0.0,0.0,0.0,10.685,98.95,1.725,2.275,317.25
2005-04-29 02:00:00,0.0,0.0,0.0,10.6325,99.15,1.5550000000000002,2.1975,315.3
2005-04-29 03:00:00,0.0,0.0,0.0,10.455,99.15,1.7425000000000002,2.3525,317.125
2005-04-29 04:00:00,0.0,0.0,0.0,10.2225,99.05,2.39,3.195,315.725
2005-04-29 05:00:00,0.0,0.0,0.0,9.9975,99.175,2.6475,3.3375,318.125
2005-04-29 06:00:00,0.0,0.0,0.0,10.1125,98.92500000000001,2.0925,2.91,324.35
2005-04-29 07:00:00,0.0,0.0,0.0,10.5875,96.225,1.885,2.3850000000000002,320.95
2005-04-29 08:00:00,0.0,0.0,0.0,11.1875,91.0,2.1675,2.9074999999999998,320.925
2005-04-29 09:00:00,0.0,0.0,0.0,13.195,82.05,0.6175,1.0475,309.825
2005-04-29 10:00:00,0.0,0.0,0.0,16.65,72.105,0.67,1.5174999999999998,238.15
2005-04-29 11:00:00,0.0,0.0,0.0,17.119999999999997,71.905,0.69,1.6125,253.425
2005-04-29 12:00:00,0.0,0.0,0.0,18.314999999999998,65.9475,0.40750000000000003,0.965,268.375
2005-04-29 13:00:00,0.0,0.0,0.0,18.1525,62.3475,0.51,1.12,263.75
2005-04-29 14:00:00,0.0,0.0,0.0,17.987499999999997,60.175,0.7749999999999999,1.4224999999999999,299.8
2005-04-29 15:00:00,0.0,0.0,0.0,15.425,71.2325,1.705,2.1325,321.1
2005-04-29 16:00:00,0.0,0.0,0.0,14.67,76.7,1.8125,2.275,330.65
2005-04-29 17:00:00,0.0,0.0,0.0,12.445,86.6,2.865,3.2525,321.925
2005-04-29 18:00:00,0.0,0.0,0.0,11.365,94.475,2.85,3.2225,319.6
2005-04-29 19:00:00,0.0,0.0,0.0,11.1375,96.225,2.5475,3.1575,317.075
2005-04-29 20:00:00,0.0,0.0,0.0,11.084999999999999,98.225,2.6175,3.105,321.475
2005-04-29 21:00:00,0.0,0.0,0.0,10.945,98.9,2.4875,2.9274999999999998,319.0
2005-04-29 22:00:00,0.0,0.0,0.0,10.754999999999999,99.025,2.2625,2.8525,323.05
2005-04-29 23:00:00,0.0,0.0,0.0,10.7275,99.07499999999999,1.9874999999999998,2.5949999999999998,324.15
2005-04-30 00:00:00,0.0,0.0,0.0,10.6475,99.07499999999999,2.24,2.78,322.225
2005-04-30 01:00:00,0.0,0.0,0.0,10.5,98.95,0.835,1.4625,326.92499999999995
2005-04-30 02:00:00,0.0,0.0,0.0,10.395,99.07499999999999,0.8525,1.37,324.54999999999995
2005-04-30 03:00:00,0.0,0.0,0.0,10.0425,99.15,0.8275,1.22,326.07500000000005
2005-04-30 04:00:00,0.0,0.0,0.0,10.067499999999999,99.225,0.815,1.2025000000000001,328.05
2005-04-30 05:00:00,0.0,0.0,0.0,10.1325,99.3,0.6,1.1124999999999998,329.225
2005-04-30 06:00:00,0.0,0.0,0.0,10.625,99.3,0.5650000000000001,0.98,333.075
2005-04-30 07:00:00,0.0,0.0,0.0,11.7575,97.4,0.295,0.665,312.225
2005-04-30 08:00:00,0.0,0.0,0.0,15.4725,78.725,1.0775,1.7100000000000002,182.0
2005-04-30 09:00:00,0.0,0.0,0.0,14.1275,85.15,0.285,0.6725,307.775
2005-04-30 10:00:00,0.0,0.0,0.0,16.655,73.6,0.2975,0.6799999999999999,309.6
2005-04-30 11:00:00,0.0,0.0,0.0,15.91,73.1625,1.135,1.52,315.2
2005-04-30 12:00:00,0.0,0.0,0.0,14.825,77.85,1.71,2.115,317.3
2005-04-30 13:00:00,0.0,0.0,0.0,13.5825,83.575,3.0275,3.455,324.3
2005-04-30 14:00:00,0.0,0.0,0.0,12.45,89.7,3.4074999999999998,4.2625,322.25
2005-04-30 15:00:00,0.0,0.0,0.0,12.045,92.7,2.9725,3.9575,323.175
2005-04-30 16:00:00,0.0,0.0,0.0,11.73,93.35,3.75,4.665,321.375
2005-04-30 17:00:00,0.0,0.0,0.0,11.4325,94.6,3.65,4.325,321.075
2005-04-30 18:00:00,0.0,0.0,0.0,11.1575,94.525,3.065,3.4725,320.075
2005-04-30 19:00:00,0.0,0.0,0.0,10.87,96.075,3.2475,3.8674999999999997,318.3
2005-04-30 20:00:00,0.0,0.0,0.0,10.7375,96.925,3.2775,3.9899999999999998,321.05
2005-04-30 21:00:00,0.0,0.0,0.0,10.73,97.75,2.8775,3.5949999999999998,321.775
2005-04-30 22:00:00,0.0,0.0,0.0,10.61,98.275,3.2775,4.1025,323.75
2005-04-30 23:00:00,0.0,0.0,0.0,10.5025,98.725,3.3674999999999997,4.1975,318.35
2005-05-01 00:00:00,0.0,0.0,0.0,10.46,98.95,2.5625,3.6550000000000002,315.375
2005-05-01 01:00:00,0.0,0.0,0.0,10.2775,99.1,2.4475000000000002,3.3725,314.275
2005-05-01 02:00:00,0.0,0.0,0.0,10.1475,99.1,2.415,3.2275,313.775
2005-05-01 03:00:00,0.0,0.0,0.0,9.7625,98.475,2.86,3.4000000000000004,319.6
2005-05-01 04:00:00,0.0,0.0,0.0,9.587499999999999,96.725,2.88,3.5575,324.275
2005-05-01 05:00:00,0.0,0.0,0.0,9.530000000000001,95.85,2.1725,2.6125,324.1
2005-05-01 06:00:00,0.0,0.0,0.0,9.815000000000001,95.325,1.7325,2.1075,322.55
2005-05-01 07:00:00,0.0,0.0,0.0,10.8,93.0,2.4275,2.895,320.25
2005-05-01 08:00:00,0.0,0.0,0.0,11.6425,84.3,2.685,3.07,323.0
2005-05-01 09:00:00,0.0,0.0,0.0,12.3125,83.05,2.3200000000000003,2.7675,322.175
2005-05-01 10:00:00,0.0,0.0,0.0,12.8525,82.0,2.2475,2.745,324.575
2005-05-01 11:00:00,0.0,0.0,0.0,13.280000000000001,84.5,2.3875,2.9475,329.325
2005-05-01 12:00:00,0.0,0.0,0.0,13.8425,80.7,2.415,3.0975,329.9
2005-05-01 13:00:00,0.0,0.0,0.0,13.915,76.575,3.205,3.875,322.975
2005-05-01 14:00:00,0.0,0.0,0.0,14.0525,74.2,3.6375,4.32,323.975
2005-05-01 15:00:00,0.0,0.0,0.0,13.355,81.775,4.265000000000001,4.9399999999999995,323.45
2005-05-01 16:00:00,0.0,0.0,0.0,12.22,90.2,4.18,4.9875,318.05
2005-05-01 17:00:00,0.0,0.0,0.0,11.942499999999999,93.775,3.755,4.555,318.025
2005-05-01 18:00:00,0.0,0.0,0.0,11.584999999999999,95.725,3.475,4.015000000000001,319.025
2005-05-01 19:00:00,0.0,0.0,0.0,11.275,97.0,3.67,4.37,318.3
2005-05-01 20:00:00,0.0,0.0,0.0,11.1975,95.7,3.3975,4.09,324.475
2005-05-01 21:00:00,0.0,0.0,0.0,11.275,92.125,3.09,3.7325,319.25
2005-05-01 22:00:00,0.0,0.0,0.0,11.3475,90.69999999999999,3.25,3.8025,318.3
2005-05-01 23:00:00,0.0,0.0,0.0,11.1725,97.3,3.2625,3.8325,320.1
2005-05-02 00:00:00,0.0,0.0,0.0,11.07,97.175,3.4975,4.04,320.65
2005-05-02 01:00:00,0.0,0.0,0.0,11.295,91.5,3.1399999999999997,3.5025,321.125
2005-05-02 02:00:00,0.0,0.0,0.0,11.135,94.3,3.0125,3.375,318.9
2005-05-02 03:00:00,0.0,0.0,0.0,10.9925,96.675,2.6624999999999996,3.1825,319.525
2005-05-02 04:00:00,0.0,0.0,0.0,10.7,96.1,2.595,3.215,323.7
2005-05-02 05:00:00,0.0,0.0,0.0,10.65,91.625,2.425,3.0475,316.35
2005-05-02 06:00:00,0.0,0.0,0.0,10.7475,92.25,2.7025,3.1,320.3
2005-05-02 07:00:00,0.0,0.0,0.0,12.032499999999999,82.275,1.8399999999999999,2.44,317.525
2005-05-02 08:00:00,0.0,0.0,0.0,12.93,80.825,1.315,1.5775000000000001,322.3
2005-05-02 09:00:00,0.0,0.0,0.0,13.955,81.35,1.4175,1.6875,320.7
2005-05-02 10:00:00,0.0,0.0,0.0,14.3625,80.475,1.4,1.7275,319.5
2005-05-02 11:00:00,0.0,0.0,0.0,14.275,80.375,1.8725,2.1975,324.05
2005-05-02 12:00:00,0.0,0.0,0.0,14.635,78.4,2.2175000000000002,2.4675,324.325
2005-05-02 13:00:00,0.0,0.0,0.0,14.1625,83.225,2.43,2.795,319.75
2005-05-02 14:00:00,0.0,0.0,0.0,13.16,88.825,2.96,4.015000000000001,328.025
2005-05-02 15:00:00,0.0,0.0,0.0,12.4,92.925,4.8875,5.585,320.0
2005-05-02 16:00:00,0.0,0.0,0.0,12.5,90.625,4.945,5.5725,321.45
2005-05-02 17:00:00,0.0,0.0,0.0,12.2325,91.225,4.3475,4.9025,317.475
2005-05-02 18:00:00,0.0,0.0,0.0,11.682500000000001,95.525,3.8575,4.4775,317.6
2005-05-02 19:00:00,0.0,0.0,0.0,11.385,96.95,3.385,3.9724999999999997,317.875
2005-05-02 20:00:00,0.0,0.0,0.0,11.275,95.225,3.1125,3.6275,324.25
2005-05-02 21:00:00,0.0,0.0,0.0,11.287500000000001,93.975,3.1525,3.5725,323.475
2005-05-02 22:00:00,0.0,0.0,0.0,11.129999999999999,95.45,2.8325,3.38,321.025
2005-05-02 23:00:00,0.0,0.0,0.0,10.98,96.575,3.0475000000000003,3.38,323.575
2005-05-03 00:00:00,0.0,0.0,0.0,10.8975,97.55,2.7225,3.3975,324.825
2005-05-03 01:00:00,0.0,0.0,0.0,10.835,98.3,1.665,2.3225,323.65
2005-05-03 02:00:00,0.0,0.0,0.0,10.674999999999999,98.025,0.9475,1.44,323.825
2005-05-03 03:00:00,0.0,0.0,0.0,10.3475,98.5,0.965,1.47,330.825
2005-05-03 04:00:00,4.714,1.0,0.0,9.8225,97.55000000000001,0.4,0.8925,227.7
2005-05-03 05:00:00,23.57,5.0,0.0,9.77,98.875,0.45749999999999996,0.835,253.07
2005-05-03 06:00:00,0.0,0.0,0.0,11.5275,97.975,0.345,0.805,140.75
2005-05-03 07:00:00,4.714,1.0,0.0,13.879999999999999,91.22500000000001,0.2925,0.635,119.65
2005-05-03 08:00:00,0.0,0.0,0.0,15.932500000000001,82.65,0.2925,0.875,251.95
2005-05-03 09:00:00,0.0,0.0,0.0,16.415,80.775,0.23,0.845,303.75
2005-05-03 10:00:00,0.0,0.0,0.1,18.505,70.575,0.5125000000000001,1.215,276.175
2005-05-03 11:00:00,0.0,0.0,0.0,16.16,76.15,1.2725,1.67,321.075
2005-05-03 12:00:00,0.0,0.0,0.0,14.7275,82.9,2.2375,2.675,324.825
2005-05-03 13:00:00,0.0,0.0,0.0,14.96,82.725,2.2525,2.6725,324.75
2005-05-03 14:00:00,0.0,0.0,0.0,13.6625,87.8,3.3049999999999997,3.8875,329.475
2005-05-03 15:00:00,0.0,0.0,0.0,13.86,86.0,3.285,3.7975000000000003,329.725
2005-05-03 16:00:00,0.0,0.0,0.0,12.5,92.225,4.2025,4.82,320.525
2005-05-03 17:00:00,0.0,0.0,0.0,11.844999999999999,95.725,4.3375,4.8425,318.675
2005-05-03 18:00:00,0.0,0.0,0.0,11.655000000000001,97.1,3.415,4.115,321.05
2005-05-03 19:00:00,0.0,0.0,0.0,11.3875,97.925,3.045,3.6574999999999998,321.15
2005-05-03 20:00:00,0.0,0.0,0.0,11.225,97.72500000000001,3.1975,3.8375000000000004,320.775
2005-05-03 21:00:00,0.0,0.0,0.0,11.215,96.125,3.36,3.8075,320.925
2005-05-03 22:00:00,0.0,0.0,0.0,11.182500000000001,97.725,3.6225,4.43,319.475
2005-05-03 23:00:00,0.0,0.0,0.0,11.227500000000001,98.8,3.65,4.2525,321.95
2005-05-04 00:00:00,0.0,0.0,0.0,11.1,99.1,1.9825,2.62,327.125
2005-05-04 01:00:00,4.714,1.0,0.0,10.6025,99.175,0.545,1.09,326.55
2005-05-04 02:00:00,4.714,1.0,0.0,10.2375,99.275,0.385,1.02,276.45
2005-05-04 03:00:00,0.0,0.0,0.0,11.155000000000001,98.45,0.705,1.2774999999999999,205.55
2005-05-04 04:00:00,0.0,0.0,0.0,10.8375,99.05,1.0125,1.4125,327.0
2005-05-04 05:00:00,0.0,0.0,0.0,11.2,99.2,0.052500000000000005,0.32,125.925
2005-05-04 06:00:00,0.0,0.0,0.0,12.355,98.75,2.0925,3.0625,146.25
2005-05-04 07:00:00,0.0,0.0,0.0,13.05,96.4,2.31,3.175,145.475
2005-05-04 08:00:00,0.0,0.0,0.0,13.76,93.5,2.2275,3.1775,149.025
2005-05-04 09:00:00,0.0,0.0,0.0,14.155,91.375,2.0625,2.94,155.6
2005-05-04 10:00:00,0.0,0.0,0.0,14.795,88.275,2.185,2.93,155.52499999999998
2005-05-04 11:00:00,0.0,0.0,0.0,13.76,93.625,0.845,1.5374999999999999,244.35000000000002
2005-05-04 12:00:00,0.0,0.0,0.0,14.23,94.15,1.2375,1.875,153.15
2005-05-04 13:00:00,0.0,0.0,0.0,14.345,91.475,0.5975,1.1575,283.6
2005-05-04 14:00:00,0.0,0.0,0.0,13.03,95.2,0.7424999999999999,1.095,321.8
2005-05-04 15:00:00,0.0,0.0,0.0,12.175,97.45,1.6400000000000001,2.0125,318.6
2005-05-04 16:00:00,0.0,0.0,0.0,11.725,98.475,2.1825,2.7775,318.85
2005-05-04 17:00:00,0.0,0.0,0.0,11.65,98.875,1.65,2.0875,314.725
2005-05-04 18:00:00,0.0,0.0,0.0,11.879999999999999,99.025,1.6400000000000001,2.215,315.475
2005-05-04 19:00:00,9.428,2.0,0.0,12.285,99.125,2.4124999999999996,2.9825,317.925
2005-05-04 20:00:00,14.142000000000001,3.0,0.0,12.432500000000001,99.2,1.9625,2.52,318.425
2005-05-04 21:00:00,9.428,2.0,0.0,12.535,99.225,2.0149999999999997,2.8375,320.975
2005-05-04 22:00:00,4.714,1.0,0.0,12.379999999999999,99.3,0.725,1.3575000000000002,317.5
2005-05-04 23:00:00,0.0,0.0,0.0,12.282499999999999,99.1,1.975,3.51,133.075
2005-05-05 00:00:00,0.0,0.0,0.0,12.557500000000001,96.65,2.1774999999999998,3.8625,208.15
2005-05-05 01:00:00,0.0,0.0,0.0,12.72,98.725,2.9425,4.1075,193.675
2005-05-05 02:00:00,0.0,0.0,0.0,12.6475,99.07499999999999,0.8175,1.8075,206.875
2005-05-05 03:00:00,0.0,0.0,0.0,12.535,99.15,0.135,0.4,207.875
2005-05-05 04:00:00,4.714,1.0,0.1,12.5025,99.175,0.0,0.0,0.0
2005-05-05 05:00:00,0.0,0.0,0.1,12.73,99.1,0.0,0.0,0.0
2005-05-05 06:00:00,4.714,1.0,0.0,13.34,99.025,0.2825,0.825,175.575
2005-05-05 07:00:00,0.0,0.0,0.0,13.6975,98.575,0.6575,1.2225,183.8
2005-05-05 08:00:00,0.0,0.0,0.0,13.925,98.325,1.385,2.3275,162.22500000000002
2005-05-05 09:00:00,4.714,1.0,0.7,14.1475,96.92500000000001,2.41,3.325,158.375
2005-05-05 10:00:00,65.99600000000001,14.0,0.8999999999999999,13.9,98.5,3.4450000000000003,4.8275,156.775
2005-05-05 11:00:00,136.706,28.999999999999996,1.7,13.3625,98.725,3.7675,5.53,166.35
2005-05-05 12:00:00,84.852,18.0,0.1,13.3675,98.875,4.4125,6.0925,150.25
2005-05-05 13:00:00,4.714,1.0,0.0,13.725,98.875,3.2775,4.655,161.325
2005-05-05 14:00:00,0.0,0.0,0.0,13.73,98.55,1.195,2.1675,248.9
2005-05-05 15:00:00,0.0,0.0,0.0,12.2625,98.95,2.35,2.9625,327.925
2005-05-05 16:00:00,0.0,0.0,0.0,12.2075,99.07499999999999,2.9325,3.6125,320.375
2005-05-05 17:00:00,0.0,0.0,0.0,12.1725,99.175,2.655,3.6575,324.225
2005-05-05 18:00:00,0.0,0.0,0.0,12.3725,99.225,2.34,3.325,326.825
2005-05-05 19:00:00,4.714,1.0,0.0,12.377500000000001,99.3,2.9775,3.92,319.5
2005-05-05 20:00:00,4.714,1.0,0.0,12.067499999999999,99.4,2.755,3.59,317.45
2005-05-05 21:00:00,0.0,0.0,0.0,11.7,99.42500000000001,1.9075,2.4775,316.625
2005-05-05 22:00:00,0.0,0.0,0.0,11.4525,99.5,1.3075,1.8625,320.325
2005-05-05 23:00:00,0.0,0.0,0.0,11.005,99.5,1.5150000000000001,2.06,317.025
2005-05-06 00:00:00,0.0,0.0,0.0,11.195,99.5,1.2625,1.9024999999999999,323.45
2005-05-06 01:00:00,0.0,0.0,0.0,11.3825,99.5,1.44,2.2,326.2
2005-05-06 02:00:00,0.0,0.0,0.0,11.5525,99.55,1.7075,2.38,330.025
2005-05-06 03:00:00,0.0,0.0,0.0,11.2825,99.6,2.21,2.9,326.925
2005-05-06 04:00:00,4.714,1.0,0.0,11.25,99.6,2.7825,3.9125,320.85
2005-05-06 05:00:00,0.0,0.0,0.0,11.27,99.6,2.3625,3.1625,321.95
2005-05-06 06:00:00,4.714,1.0,0.0,10.955,99.6,2.2575000000000003,2.76,325.525
2005-05-06 07:00:00,0.0,0.0,0.0,11.27,99.0,2.535,3.3225,326.15
2005-05-06 08:00:00,0.0,0.0,0.0,11.905,92.875,3.07,3.655,323.775
2005-05-06 09:00:00,0.0,0.0,0.0,12.629999999999999,85.7,3.09,3.805,324.075
2005-05-06 10:00:00,0.0,0.0,0.0,13.32,84.0,2.775,3.245,326.3
2005-05-06 11:00:00,0.0,0.0,0.0,13.55,78.9,3.115,3.795,324.5
2005-05-06 12:00:00,0.0,0.0,0.0,14.05,76.8,2.635,3.2,325.525
2005-05-06 13:00:00,0.0,0.0,0.0,14.4825,74.95,2.7925,3.23,321.07500000000005
2005-05-06 14:00:00,0.0,0.0,0.0,13.844999999999999,77.5,3.8575,4.55,319.125
2005-05-06 15:00:00,0.0,0.0,0.0,13.8225,79.875,4.0,4.785,320.7
2005-05-06 16:00:00,0.0,0.0,0.0,13.4575,83.075,4.37,4.9575,319.975
2005-05-06 17:00:00,0.0,0.0,0.0,12.93,85.45,4.105,4.8275,319.925
2005-05-06 18:00:00,0.0,0.0,0.0,12.0475,91.075,3.575,4.17,316.05
2005-05-06 19:00:00,0.0,0.0,0.0,11.495,96.175,3.3625,3.925,316.35
2005-05-06 20:00:00,0.0,0.0,0.0,11.32,97.17500000000001,3.9074999999999998,4.5925,316.625
2005-05-06 21:00:00,0.0,0.0,0.0,11.2175,97.475,3.9025,4.7825,316.45
2005-05-06 22:00:00,0.0,0.0,0.0,10.8225,95.95,3.5525,4.135,317.975
2005-05-06 23:00:00,0.0,0.0,0.0,10.545,94.8,3.435,4.0725,318.4
2005-05-07 00:00:00,0.0,0.0,0.0,10.3575,93.45,3.545,4.2125,316.45
2005-05-07 01:00:00,0.0,0.0,0.0,10.265,94.5,3.4125,4.154999999999999,318.375
2005-05-07 02:00:00,0.0,0.0,0.0,10.215,93.525,3.06,3.74,319.875
2005-05-07 03:00:00,0.0,0.0,0.0,10.165,92.775,3.1775,3.855,313.5
2005-05-07 04:00:00,0.0,0.0,0.0,9.9875,93.675,2.9325,3.535,317.725
2005-05-07 05:00:00,0.0,0.0,0.0,10.0275,92.05,2.7475,3.4125,322.92499999999995
2005-05-07 06:00:00,0.0,0.0,0.0,10.3375,90.8,2.285,2.6799999999999997,327.425
2005-05-07 07:00:00,0.0,0.0,0.0,11.5725,85.275,1.895,2.3925,324.5
2005-05-07 08:00:00,0.0,0.0,0.0,12.375,81.8,1.6625,2.06,321.275
2005-05-07 09:00:00,0.0,0.0,0.0,12.955,81.025,1.5875,1.9975,324.25
2005-05-07 10:00:00,0.0,0.0,0.0,15.3175,72.72749999999999,0.5875,0.97,235.7
2005-05-07 11:00:00,0.0,0.0,0.0,15.465,68.8575,1.37,1.7475,318.17499999999995
2005-05-07 12:00:00,0.0,0.0,0.0,15.9625,64.21000000000001,1.4275,1.8050000000000002,317.85
2005-05-07 13:00:00,0.0,0.0,0.0,15.49,71.3825,2.0375,2.415,323.3
2005-05-07 14:00:00,0.0,0.0,0.0,14.91,75.1,2.425,2.9050000000000002,327.775
2005-05-07 15:00:00,0.0,0.0,0.0,14.775,72.7,2.4975,3.1500000000000004,328.6
2005-05-07 16:00:00,0.0,0.0,0.0,13.6125,80.3,3.145,4.0525,327.325
2005-05-07 17:00:00,0.0,0.0,0.0,12.912500000000001,85.125,3.0225,3.8725,327.6
2005-05-07 18:00:00,0.0,0.0,0.0,12.1175,88.475,2.305,2.93,332.5
2005-05-07 19:00:00,0.0,0.0,0.0,11.52,95.55,3.02,3.8475,324.325
2005-05-07 20:00:00,0.0,0.0,0.0,11.305,97.125,3.1975,3.685,318.925
2005-05-07 21:00:00,0.0,0.0,0.0,11.0525,97.175,2.935,3.6224999999999996,320.2
2005-05-07 22:00:00,0.0,0.0,0.0,10.94,97.85,2.82,3.41,316.825
2005-05-07 23:00:00,0.0,0.0,0.0,10.8675,98.45,2.5125,2.995,326.05
2005-05-08 00:00:00,0.0,0.0,0.0,10.7125,98.5,2.4625,2.9975,321.9
2005-05-08 01:00:00,0.0,0.0,0.0,10.49,98.3,1.8425,2.3274999999999997,323.925
2005-05-08 02:00:00,0.0,0.0,0.0,10.3375,97.44999999999999,2.1975,2.7475,323.675
2005-05-08 03:00:00,0.0,0.0,0.0,10.227500000000001,95.8,2.1175,2.645,324.9
2005-05-08 04:00:00,0.0,0.0,0.0,10.1875,95.75,1.97,2.5149999999999997,325.175
2005-05-08 05:00:00,0.0,0.0,0.0,10.165,97.45,1.7325,2.265,324.55
2005-05-08 06:00:00,0.0,0.0,0.0,10.5575,95.69999999999999,1.415,1.7550000000000001,325.55
2005-05-08 07:00:00,0.0,0.0,0.0,11.64,90.925,1.18,1.72,317.925
2005-05-08 08:00:00,0.0,0.0,0.0,12.5975,81.85,1.4375,1.795,320.65
2005-05-08 09:00:00,0.0,0.0,0.0,13.299999999999999,74.55,2.0475,2.6075,326.875
2005-05-08 10:00:00,0.0,0.0,0.0,13.9575,70.775,2.07,2.56,321.6
2005-05-08 11:00:00,0.0,0.0,0.0,15.185,67.3375,1.4825,1.8875,317.325
2005-05-08 12:00:00,0.0,0.0,0.0,16.052500000000002,61.735,1.53,2.02,322.15
2005-05-08 13:00:00,0.0,0.0,0.0,17.265,57.004999999999995,1.3025,1.6800000000000002,308.05
2005-05-08 14:00:00,0.0,0.0,0.0,17.3425,58.63,1.37,1.7275,322.75
2005-05-08 15:00:00,0.0,0.0,0.0,16.9775,62.0225,1.38,1.695,318.1
2005-05-08 16:00:00,0.0,0.0,0.0,15.8325,70.5,1.065,1.5275,322.675
2005-05-08 17:00:00,0.0,0.0,0.0,15.754999999999999,74.375,0.3675,1.0375,292.75
2005-05-08 18:00:00,0.0,0.0,0.0,14.26,81.025,0.44,0.9650000000000001,307.9
2005-05-08 19:00:00,0.0,0.0,0.0,12.6725,88.175,1.1125,1.3875,320.625
2005-05-08 20:00:00,0.0,0.0,0.0,12.2875,88.775,0.11249999999999999,0.2825,126.35000000000001
2005-05-08 21:00:00,0.0,0.0,0.0,12.515,89.82499999999999,0.0,0.0,0.0
2005-05-08 22:00:00,0.0,0.0,0.0,12.5525,91.075,0.0175,0.1075,69.15
2005-05-08 23:00:00,0.0,0.0,0.0,12.5375,93.2,0.0625,0.22,62.375
2005-05-09 00:00:00,0.0,0.0,0.0,12.7475,93.425,0.09,0.2775,32.3
2005-05-09 01:00:00,4.714,1.0,0.1,12.8425,94.275,1.2125,1.885,131.775
2005-05-09 02:00:00,131.992,28.0,1.2,12.5825,98.125,1.6825,2.1,141.625
2005-05-09 03:00:00,197.988,42.0,1.1,12.76,98.725,2.52,3.2350000000000003,141.15
2005-05-09 04:00:00,75.424,16.0,1.5,12.605,98.9,1.4024999999999999,2.51,227.875
2005-05-09 05:00:00,4.714,1.0,0.1,11.925,98.975,1.575,2.4450000000000003,320.95
2005-05-09 06:00:00,0.0,0.0,0.0,11.6125,97.45,0.885,1.365,324.55
2005-05-09 07:00:00,0.0,0.0,0.0,12.7025,92.65,0.4325,1.21,330.95
2005-05-09 08:00:00,0.0,0.0,0.0,14.0075,82.6,0.8699999999999999,1.625,328.8
2005-05-09 09:00:00,0.0,0.0,0.0,15.15,78.425,1.0550000000000002,1.6675,315.825
2005-05-09 10:00:00,0.0,0.0,0.0,14.895,80.35,1.7875,2.2275,326.1
2005-05-09 11:00:00,0.0,0.0,0.0,15.1375,79.225,1.9449999999999998,2.425,325.85
2005-05-09 12:00:00,0.0,0.0,0.0,15.6175,75.55,1.8199999999999998,2.18,324.25
2005-05-09 13:00:00,0.0,0.0,0.0,15.305,68.44500000000001,2.475,3.075,326.325
2005-05-09 14:00:00,0.0,0.0,0.0,14.790000000000001,72.75,3.175,4.005,326.05
2005-05-09 15:00:00,0.0,0.0,0.0,14.1375,77.225,3.45,4.345000000000001,324.55
2005-05-09 16:00:00,0.0,0.0,0.0,13.865,74.5,3.8275,4.65,321.0
2005-05-09 17:00:00,0.0,0.0,0.0,13.33,76.16499999999999,3.9425,4.75,320.825
2005-05-09 18:00:00,0.0,0.0,0.0,12.285,84.9,3.6399999999999997,4.41,322.65
2005-05-09 19:00:00,0.0,0.0,0.0,11.245,90.15,2.9375,3.605,316.45
2005-05-09 20:00:00,0.0,0.0,0.0,10.9875,89.575,2.9775,3.665,323.975
2005-05-09 21:00:00,0.0,0.0,0.0,10.9025,85.475,2.9975,3.5875,324.025
2005-05-09 22:00:00,0.0,0.0,0.0,10.692499999999999,86.825,3.2575,3.935,321.55
2005-05-09 23:00:00,0.0,0.0,0.0,10.5325,85.25,3.1825,3.7875,319.075
2005-05-10 00:00:00,0.0,0.0,0.0,10.305,86.52499999999999,3.0375,3.715,316.875
2005-05-10 01:00:00,0.0,0.0,0.0,10.145,81.875,2.475,3.375,313.85
2005-05-10 02:00:00,0.0,0.0,0.0,10.045,82.075,3.1799999999999997,4.0425,317.725
2005-05-10 03:00:00,0.0,0.0,0.0,9.8775,81.95,2.575,3.2375,315.925
2005-05-10 04:00:00,0.0,0.0,0.0,9.855,78.35,2.555,3.41,313.3
2005-05-10 05:00:00,0.0,0.0,0.0,9.6575,76.65,2.065,2.95,316.15
2005-05-10 06:00:00,0.0,0.0,0.0,9.7875,78.8,2.155,3.13,319.225
2005-05-10 07:00:00,0.0,0.0,0.0,11.06,73.2675,1.875,2.4575,318.95000000000005
2005-05-10 08:00:00,0.0,0.0,0.0,12.7575,63.32,1.9425,2.8200000000000003,315.15
2005-05-10 09:00:00,0.0,0.0,0.0,12.7525,69.0925,2.365,2.96,308.625
2005-05-10 10:00:00,0.0,0.0,0.0,13.2875,68.535,2.96,3.5225,324.125
2005-05-10 11:00:00,0.0,0.0,0.0,13.4325,66.6275,4.0375,4.835,327.375
2005-05-10 12:00:00,0.0,0.0,0.0,13.7625,67.3425,3.0549999999999997,3.615,324.2
